adres_id,ulica,nr_domu,nr_mieszkania,miejscowosc,kraj
586,Marstan Moor,4,25,Macksburg,Tuvalu
587,Atlantic View,6,12,Labadie,Mauritania
588,South Oliver,7,15,Cankton,Barbados
589,Meppel,5,33,Ray,Andorra
590,Glory Mill,5,18,Fabens,Brunei
591,Middle Two Rock,7,34,Meadowview Estates,Jordan
592,Pennsy,4,47,Chemult,Maldives
593,Bonfire,4,34,Unalaska,Uzbekistan
594,Westminster Hill,6,42,Hammondville,Ivory Coast
595,Eagar,7,40,Diamondville,Haiti
596,Gorst,3,25,Olaton,Finland
597,N Dittmar,7,4,Baskin,Bangladesh
598,Cullyn,1,42,Acme,Marshall Islands
599,North Crystal Springs,2,15,Tallman,Seychelles
600,Endor,8,41,Clay,Guatemala
601,Lime Pit,6,12,Catonsville,Serbia
602,Cumberland,9,21,Sharpsburg,Comoros
603,Le Havre,2,38,Meyers Chuck,Argentina
604,Cheesequake Park,9,12,Rough Rock,Bahamas
605,Gilburt Hill,10,19,Sugar Hill,Argentina
606,Rainbow Bay,9,5,Fort Deposit,Chad
607,Bronte,4,7,Caspar,Eritrea
608,Rodley,3,24,Yale,Finland
609,Benton,6,10,Crouch,Kazakhstan
610,Suit,3,25,Moreauville,Bosnia Herzegovina
611,S Michaels,8,24,North Webster,Comoros
612,Scholebrook,10,43,Bithlo,Costa Rica
613,Hansler,10,10,Paradise Hills,Congo
614,Oakcreek,7,24,Roaring Spring,Mali
615,Oak Pond,4,32,Walton Hills,Dominica
616,Snowdenham Links,5,39,Sherman Station,India
617,Seagrave,2,26,Eastland Heights,Cameroon
618,Wickliffe,4,25,Hammon,Eritrea
619,Clanton,4,7,Lela,Congo
620,Tamms,7,44,Temple Terrace,Libya
621,Heyheads New,5,6,Elkins Park,Tajikistan
622,Back Union,3,4,Statenville,Mozambique
623,E Baldwin,3,2,Siam,Fiji
624,Elebe,7,46,Steinhatchee,Suriname
625,Milfoil,7,16,Mingo Junction,Sao Tome & Principe
626,Ashbourn,6,42,Collings Lakes,Ethiopia
627,Leatherhead,9,15,Vidal,Laos
628,Divinity,8,5,Grand Ledge,Cyprus
629,St Lucia,5,50,Conner,Namibia
630,Faye,8,18,Pick City,San Marino
631,Olde Carriage,6,11,Stites,Argentina
632,Stablewood,5,45,Amchitka,Malaysia
633,E Lyndale,10,5,Greenport,Chile
634,Christina,4,31,Vermillion,Uganda
635,Edgartown,1,34,Tanner,Maldives
636,Lochnell,5,8,Whatley,Uzbekistan
637,Hewins,2,27,Reinbeck,Malta
638,Iron Hill,6,22,Enumclaw,Slovakia
639,Northeast NOAA,9,11,Lincoln Park,Mongolia
640,Grindley,10,17,Ewen,Turkey
641,Kirkton,9,43,Whiteland,Malta
642,Totton,10,18,West Lake Wales,Israel
643,Shenleybury,4,38,Charlotte Hall,Romania
644,Warner Range,3,23,Petty,Ivory Coast
645,Arnaudo,7,10,Osceola Mills,Tuvalu
646,Janelia Farm,2,45,Desert View Highlands,Belgium
647,Amblethorn,8,41,Ewing,Hungary
648,Bramwoods,4,31,Mount Judea,Uganda
649,Akehurst,1,39,Biscay,Benin
650,W Berkshire,3,12,Gramercy,Kosovo
651,Corwin,1,37,Delong,Portugal
652,Caporaletti,8,36,Abernant,Liechtenstein
653,Ribchester,1,41,Richmond Hill,Honduras
654,Jaffe,1,48,Egg Harbor City,Gambia
655,Northwest Talus,2,41,Quogue,Ukraine
656,Shepardville,6,19,Almelund,Finland
657,O Fernwood,8,50,Tunnelhill,Estonia
658,Brenton Point,1,16,Groesbeck,Ecuador
659,Oxon Run,9,18,Cleo Springs,Haiti
660,Walden Shores,10,20,Finleyson,Bosnia Herzegovina
661,Fold,1,29,Hedville,Spain
662,Heavenly,10,47,Northome,Bahamas
663,Engert,2,17,Woodbourne,Botswana
664,Lealand,10,33,Grizzly,Pakistan
665,Devir,10,42,Pierce City,Italy
666,Terrie,1,42,Delano,Bahrain
667,High Elms,3,32,Goodlettsville,Australia
668,Old Oaken Bucket,8,29,Monero,Mauritania
669,Lallas,1,49,New Market,Libya
670,Guildner,2,43,Shipshewana,Belize
671,E Warburton,5,28,Howesville,Lesotho
672,Mirimar,9,24,Perry,Portugal
673,Bertine,3,31,Bulger,New Zealand
674,Keelham,3,8,Griffith,Iraq
675,Bouleau,1,7,Courtenay,Jamaica
676,Dahomey,5,23,Mount Hope,Marshall Islands
677,Grange Valley,2,23,Holiday Heights,Ethiopia
678,Monroe,5,37,Fishing Creek,Brunei
679,Ivy Hills,9,44,Bowleys Quarters,Germany
680,East Militia Heights,8,10,Vinita Terrace,Angola
681,Vans,7,46,Sidnaw,Korea South
682,Platt Ridge,10,50,Yalaha,Liberia
683,Poplarhollow,8,50,Rake,Italy
684,Payne,3,31,Ethridge,Oman
685,North Amphlett,4,34,El Nido,Portugal
686,Mosholu,1,45,Grifton,Moldova
687,Bogota,10,46,Clovis,Antigua
688,Singworth,3,1,Watseka,El Salvador
689,Chu,3,16,Homosassa Springs,New Zealand
690,Demaret,10,12,Graysville,Zambia
691,Wagner,7,22,Wallace,Ghana
692,Wildernesse,1,26,Okawville,Somalia
693,Georgine,2,17,Big Rapids,Madagascar
694,Bernhardt,7,44,Ontonagon,Lithuania
695,Old Maryland,5,45,Finney,Honduras
696,Van Cott,5,32,North Albany,Mozambique
697,Pierpoint,4,50,Pleasant Unity,Romania
698,Rande,4,32,Chouteau,Lithuania
699,Old Ocean,6,4,Bay Lake,Latvia
700,Northeast Karmenn,9,37,Oakland City,Bolivia
701,Darcelle,3,45,Jenners,Gabon
702,Hart Forest,3,15,Carolina,Niger
703,Hawkswick,10,10,Atoka,Ghana
704,Tassasara,2,13,Gillis,Eritrea
705,N Oakland,8,38,Augusta,China
706,Tanfield,1,14,Napier Field,Guatemala
707,Upper Chorlton,6,50,Oklaunion,Dominica
708,Natomas Park,6,5,Chama,Zambia
709,Woodwise,8,17,Clifford,Azerbaijan
710,Dunlin,7,21,Wilton Center,Ecuador
711,Wirrabara,3,42,North Lewisburg,Belize
712,Early Morning,9,9,Friendly,Yemen
713,Caspers,10,28,Antone,Taiwan
714,Cyress,4,2,Timberlane,Spain
715,Effington,6,7,Stillwell,Liberia
716,Mayhill,8,14,San Dimas,Dominica
717,Linlar,10,44,Evendale,Azerbaijan
718,Phillipa,4,30,Arapaho,Tanzania
719,Poker Flat,8,20,Severance,Australia
720,Oakmill,10,20,Whitlash,Bulgaria
721,Schobert,3,20,Granite Springs,Thailand
722,Black Park,8,38,Hedley,Singapore
723,Fox Fire,2,21,Werley,Korea South
724,East Tasman,6,21,Aurelia,Madagascar
725,Saralynn,4,7,Mount Olive,Yemen
726,Ballencrieff,8,33,Orovada,Armenia
727,Simla,3,50,Billett,Germany
728,Ladywood,9,50,Jaroso,St Kitts & Nevis
729,Penang,6,23,Breedsville,Papua New Guinea
730,Corucopia,5,21,Athelstane,Lesotho
731,How Lea,1,14,Alkabo,United Kingdom
732,The,3,46,Deaver,Russian Federation
733,Bois,5,49,Ewa,Haiti
734,Elvina,4,44,Millhousen,Mongolia
735,West Tower,1,21,Henryville,Tonga
736,Tallowood,1,31,Benson,Colombia
737,Curling Pond,5,12,Greens Fork,New Zealand
738,Fairholm,1,8,Layton,Saint Vincent & the Grenadines
739,Someries,5,43,Bairoil,Ethiopia
740,Eastdale,3,8,Benwood,Samoa
741,Patmos,2,45,Baltimore,Tanzania
742,Barroll,5,47,Kimbolton,Singapore
743,Blumert,9,5,Steamboat Springs,Taiwan
744,State Line,10,24,Lake in the Hills,Comoros
745,Marriott,3,40,Woods Heights,Suriname
746,Clarina,7,44,Fair Haven,Korea South
747,Bagel,7,24,North Troy,Costa Rica
748,Endriss,3,48,Smolan,Botswana
749,Taipei,2,40,Sparksville,Oman
750,Tinner Hill,4,49,Filer,Mauritania
751,Simarano,9,29,Clearview,Seychelles
752,Swett,4,22,Leonore,Libya
753,Andres,7,12,La Homa,Panama
754,W Island,4,29,Holmdel,Marshall Islands
755,Fircrest,3,36,Wilton Manors,Kazakhstan
756,E Saint Andrews,1,31,Yelm,Argentina
757,Rockwin,3,35,Lantana,Serbia
758,N Warner,5,12,Sandy Spring,Iceland
759,Timbershore,4,8,Lake Wisconsin,Spain
760,Camelot,8,8,Binger,Niger
761,Arbor Oaks,10,19,Tryon,Finland
762,Swede Lake,2,14,Cold Spring Harbor,Australia
763,Yate,3,31,Honeoye Falls,Ireland {Republic}
764,Colin Kelly,9,36,Cedar Hill Lakes,Liberia
765,Gavell,10,44,Akiachak,Algeria
766,W Roslyn Park,1,1,Cardington,Botswana
767,Nesaquake,8,42,Nahma,Senegal
768,Manville Hill,8,15,Guinea,Grenada
769,Ionia,7,37,Fairdale,Nepal
770,Youngstroat,1,41,Stoneham,Panama
771,Belswains,4,25,Lilbert,Ivory Coast
772,Bundarra,3,42,Stonyford,Kiribati
773,Scouler,3,24,Stockville,Mauritius
774,Kunde Winery,6,7,Carlsville,Kiribati
775,W Schreiber,8,41,Hialeah Gardens,Uganda
776,Vermilye,4,20,Pocalla Springs,Tanzania
777,Horning sea Park,10,36,Suring,Dominican Republic
778,S Lewis,2,3,Pocono Pines,Dominica
779,English Rows,10,18,South Dayton,Serbia
780,Colorados,6,22,Pine Prairie,Japan
781,Orana,8,15,Roundup,Bhutan
782,Baroda,10,28,Second Mesa,Thailand
783,Crows,2,46,Sissonville,Lithuania
784,Roarty,7,47,Sutter Creek,Cape Verde
785,Misty Creek,5,44,Karval,United Arab Emirates
786,Astrid,3,13,Campanilla,United Kingdom
787,Vivien,8,1,Forsan,Albania
788,Barwick Main,3,7,Faison,Burundi
789,Vicliffe,8,39,La Verne,United Arab Emirates
790,Merriewood,5,48,Neuse,Denmark
791,Comanche,3,23,Ellensburg,Luxembourg
792,St. Helena,9,40,Lott,New Zealand
793,N Home,6,3,Pewee Valley,Honduras
794,Grandin,2,32,Baskin,Algeria
795,Arlene,5,3,Nunez,Sweden
796,Finlayson,5,11,Tea,Vietnam
797,Yorktonw,5,5,Red Lick,Eritrea
798,Narrowbush,8,47,Gower,Guinea-Bissau
799,Lorac Vista,2,15,Acree,Sao Tome & Principe
800,N Greencastle,1,2,Plains,Morocco
801,South Morgan,7,17,Dundalk,Nicaragua
802,Green Bay,3,26,Bajandas,Sudan
803,Nelo,7,50,Waianae,Ukraine
804,Cassio,10,7,Aguas Claras,Israel
805,Marvels,4,45,Paramount,Monaco
806,Crawley Green,7,2,Dusty,Seychelles
807,Rexland,5,8,Bardolph,Algeria
808,Bredbo,5,13,Boyero,Nigeria
809,Summers,10,49,Belpre,Algeria
810,Willow Bay,6,40,Duboistown,Madagascar
811,Glenfair,10,48,Parkfield,India
812,De Frene,7,48,Croom,Albania
813,Harehills Compton,2,36,Columbiana,Dominica
814,Colborne,7,13,New Market,Russian Federation
815,E Bay,2,6,Fort Madison,Slovenia
816,Whadcoat,6,41,Tripoli,Congo
817,Curry Canyon,5,19,Thurman,Central African Rep
818,West Barn,9,5,North Irwin,Estonia
819,Stone Oak,5,4,Winifred,Jamaica
820,Cottrell,5,48,Forest Heights,Morocco
821,Brigg,10,27,Pilot Point,Congo {Democratic Rep}
822,Ballwood,5,11,North Acomita Village,Burundi
823,Late Harvest,4,33,Pine Apple,Angola
824,Fugett,8,33,Myerstown,South Africa
825,Hazelbourne,4,30,Diaz,India
826,Pablo Vista,7,46,Pecatonica,Central African Rep
827,E Red Oak,6,12,Belltown,Ukraine
828,Delce,10,36,Giles,France
829,Horton,9,3,Terminous,Ukraine
830,Oyster Creek,7,7,Hermon,Ethiopia
831,New Line near Albion,3,48,Evans Mills,Greece
832,Chartreux,5,14,Neosho,Angola
833,Hasey,8,10,Jamaica Beach,Germany
834,Sand Point,6,50,Shulerville,Sri Lanka
835,Cactus,4,14,Zenith,Russian Federation
836,Linganore,1,23,Dodge Center,Bulgaria
837,Joya,9,40,Wellborn,Germany
838,Walkdens,7,2,Fries,Nigeria
839,Cerretta,9,36,Salter Path,Sri Lanka
840,Plam,4,18,Margate,Hungary
841,Reyome,7,14,Meadow,Jordan
842,Hall,2,24,Windhorst,Lesotho
843,Prybyl Pond,1,41,Southton,Denmark
844,Lulworth,3,37,Eaton Estates,Tanzania
845,Nelgarde,5,38,Catoosa,Albania
846,Aristocrat,9,23,Prescott,Norway
847,W Carver,9,36,Aplin,Morocco
848,Huntsmore,9,49,Blueberry,Marshall Islands
849,Mondrian,10,31,Daisytown,Malta
850,Savo,8,1,Enon,Djibouti
851,West Raleigh,8,23,Bay Lake,Romania
852,Alveley,1,41,Wayland,Slovakia
853,East Howell,8,49,East Falmouth,Rwanda
854,Windy Harbour,4,13,Southam,Congo
855,Rio Vista,7,3,East Jordan,Canada
856,Fincastle,7,38,Francesville,Greece
857,Appleby,1,20,Franklinton,Pakistan
858,Afshar,7,34,Schrag,Central African Rep
859,Chadacre,10,25,Browndell,Cambodia
860,Claflin,8,9,Omega,Serbia
861,Centurion,2,25,Thawville,Libya
862,E Marlboro,5,19,Tipton,Romania
863,Dowlin,1,41,Delmont,United Arab Emirates
864,Unwick,3,44,Tuscola,Austria
865,N Coldspring,7,46,Mecosta,Malaysia
866,Winslowe,2,47,Kamalo,Mauritius
867,Varcoe,7,5,South Valley Stream,Bahamas
868,Ferrari,4,9,Alberene,Tunisia
869,Madrono,3,25,South Deerfield,St Kitts & Nevis
870,USS Amesbury,4,41,Marin City,Haiti
871,Bellomy,5,28,Perryopolis,Moldova
872,Waubansie,4,23,Hendrum,Mongolia
873,Schelly,5,4,Viroqua,Mozambique
874,Lockhaven,10,11,Scotland Neck,East Timor
875,Joey,9,39,Newry,Solomon Islands
876,Nordlie,10,47,McAfee,Kiribati
877,Janamba,1,36,Saint Robert,Paraguay
878,Hamfrith,4,8,Clara City,Mauritania
879,Bell Canyon,8,22,Allamuchy,Paraguay
880,Hollin Hill,8,4,Pottsboro,Moldova
881,Sugarloaf,6,23,De Kalb,Austria
882,Bandon,6,13,McCoys Corner,Austria
883,Dartmouth Park,4,12,West Linn,Ukraine
884,McHugh,1,39,Dalton,Congo {Democratic Rep}
885,Colella Farm,9,27,Palmer,Turkmenistan
886,Roserton,8,31,Castalian Springs,Qatar
887,Cross Laurel,5,11,Grand Encampment,Lesotho
888,Littlecote,7,4,Raytown,Turkmenistan
889,N Old School,8,42,Collings Lakes,El Salvador
890,Baardwyk,3,50,Nutt,Croatia
891,King Georges,9,26,Broadalbin,Liberia
892,Foxview,7,5,Cashmere,Sweden
893,Heath View,5,15,Valeene,Liechtenstein
894,Deedham,4,13,Shawnee Hills,Congo {Democratic Rep}
895,Mattakeesett,8,4,Jackson,Rwanda
896,Wyatt,10,45,Skidway Lake,Mozambique
897,South Jefferson,7,1,Calistoga,Venezuela
898,Brandon Groves,8,24,Biloxi,Bosnia Herzegovina
899,E Beech,2,38,Branch Hill,Gabon
900,Yangoora,2,20,Crisfield,Iran
901,Quail Bluff,4,10,Eau Gallie,Guinea-Bissau
902,Zaft,8,45,Plumwood,Fiji
903,Linkscroft,6,33,Yarrow Point,Kiribati
904,Fagen,9,8,Alta Loma,Nicaragua
905,English Oak,7,20,Bradley,United States
906,Rodman,3,8,Berrysburg,Romania
907,Billinton,10,2,Milnor,Tajikistan
908,Eugene,4,50,Larto,Kosovo
909,S New,9,9,Pima,Brunei
910,White Horse,7,37,Newell,Djibouti
911,Derrico,1,27,Wolcottville,Malawi
912,State Line,5,24,Gluck,Libya
913,Marvo,8,20,Johnson Corner,Mexico
914,Planthurst,6,41,Simonton,Antigua
915,McLellan,3,11,Loomis,Macedonia
916,Luise,9,43,Silvies,Tuvalu
917,Fells Manor,2,17,Sula,Equatorial Guinea
918,Tuncombe,7,38,Acra,Georgia
919,Goat Rock,7,27,Holman,Azerbaijan
920,Binya,8,4,Choctaw,Austria
921,S Cedarcrest,10,4,Bearcreek,Belgium
922,Marshalls Heath,4,31,Linden,Cameroon
923,Belgian,8,27,Quinn,San Marino
924,Archie,3,46,Beverly Hills,Jamaica
925,Cornhey,6,44,Johnson Lane,Iran
926,Kingsfernsden,8,22,Cotton,Argentina
927,Stanton,10,45,Kaffir,Central African Rep
928,Lear,4,46,Frederic,Tuvalu
929,Pond Moor,2,30,Gleasondale,Micronesia
930,Cobbadah,9,36,Tin City,Mauritania
931,Early Times,7,31,Patten,Angola
932,Murralong,8,48,Alcoma,Laos
933,Ringland,7,6,Girdwood,Dominica
934,Pitt School,4,3,Frogmore,Ukraine
935,Morelli Vista,7,39,Eolia,Andorra
936,E Pacific,6,21,Lafayette,Switzerland
937,Great Moss,6,7,Pointe a la Hache,Bahrain
938,S Hartwell,10,46,Yutan,Tanzania
939,Manly,8,40,Groton Long Point,Slovakia
940,Ardaugh,3,37,Mazeppa,Monaco
941,Portley,3,4,Mosquito Lake,Luxembourg
942,Bosphorus,10,44,Laketon,Myanmar
943,Allgrove,10,15,Deweese,Denmark
944,W Wilcox,10,45,Lilbert,Antigua
945,Firgrove,3,38,Thompsonville,Peru
946,Welches,9,6,Butler Junction,South Africa
947,Smyth,8,9,Buffalo Grove,Gambia
948,Three Horse Shoes,8,30,Los Ybanez,Micronesia
949,Andrew Alan,9,35,Hemby Bridge,Germany
950,Pembina,5,37,Percle,Uzbekistan
951,Envoy,10,42,Brookston,Korea South
952,Farmington,7,47,Douglassville,Kosovo
953,Dinapoli,5,45,Oak Level,Guinea
954,Haworth,10,19,Remer,Mongolia
955,North Grange,10,7,Lundy,Denmark
956,Koora,3,43,Calamine,Mozambique
957,Grape Vine,6,41,Tennessee City,Senegal
958,Birchington,5,6,Springs,Costa Rica
959,Watkins Pond,8,47,Manderson,Croatia
960,Crestway,7,36,Kingdom City,Somalia
961,Toulson,3,11,Mount Freedom,New Zealand
962,Deere Park,4,9,Isabella,Chile
963,Moonshine,2,1,Turbeville,Colombia
964,N Vermont,1,29,Crisfield,Latvia
965,Jawl,2,25,Rainelle,Samoa
966,Hamsley,1,14,Fish Creek,Barbados
967,Savana,3,10,Saint George,Kyrgyzstan
968,Jaffa,8,23,Mount Prospect,Dominican Republic
969,Maplegrove,5,24,Havre,Sao Tome & Principe
970,Buren,7,18,McAlmont,Afghanistan
971,Bucklodge,7,12,Delavan Lake,Venezuela
972,Two Rivers,5,37,Derrick City,Chile
973,Ellisfield,4,23,Weber,Morocco
974,Twin Silos,4,11,Skippack,Armenia
975,Alpha,7,6,Middleport,Montenegro
976,Chaladay,9,16,Naguabo,China
977,Uttley,8,49,North Middletown,Colombia
978,Meadow Hill,1,16,Sterling Heights,Netherlands
979,Baybutt,7,24,Saline,Malta
980,N Catherine,7,28,New Lenox,Montenegro
981,Crossland,7,50,Warner,Thailand
982,Kristin,4,15,Riverhead,Italy
983,Cedar Acres,3,14,Nathan,Slovenia
984,Crestbury,7,48,Grand Bay,Spain
985,Upcrest,5,10,Bridgeville,Ethiopia
986,Mucking Hall,2,24,Manor Creek,Saint Vincent & the Grenadines
987,Dennington,5,31,Cheyenne,Fiji
988,N Carpenter,2,4,South Amboy,Guyana
989,Scarborough Commons,1,6,Hastings,Suriname
990,Abierto,10,24,Goldenrod,South Africa
991,Dann,1,36,Plant City,Indonesia
992,Beechen Bank,10,21,Korbel,St Kitts & Nevis
993,Whelden,10,49,Pringle,Ivory Coast
994,Newby,1,26,Wickett,Maldives
995,Saugatuck,1,29,Runnells,Belize
996,Ernel,3,50,La Fontaine,Nauru
997,Red Cypress,7,4,Mount Laguna,Syria
998,Bellview,1,48,Bowleys Quarters,Turkey
999,Grenstead,1,37,American Canyon,Solomon Islands
1000,Ashdene,7,29,Stuckey,Iceland
1001,Defremery,8,23,Akiak,Russian Federation
1002,Ekman,5,28,Edgard,Romania
1003,Lobert,2,40,Pingree Grove,Kiribati
1004,Harold Parker,10,42,Pasco,Cuba
1005,W Glengate,10,14,Waipio,Macedonia
1006,Lily Lake,4,19,Shubert,Mali
1007,Barretts,9,33,West Branch,Ecuador
1008,Chignal,10,10,Follansbee,Sudan
1009,W Division,1,19,Emden,Dominican Republic
1010,Avenue,9,29,Lavaca,Antigua
1011,Gravel Pits,6,32,Pocasset,Tonga
1012,Michigamme,10,43,Nixon,Tanzania
1013,St Michael,5,33,Valmont,Guatemala
1014,Kem,10,49,Ault,Venezuela
1015,Duval,3,19,Naperville,Kosovo
1016,Labour Centre,7,40,South Elgin,Estonia
1017,West Bacon,7,41,Broken Arrow,Moldova
1018,East Bonness,6,7,Myra,Laos
1019,Pamper,3,43,Darragh,Gambia
1020,Croftlands,6,27,Lewis Run,Albania
1021,Meadowhaven,9,4,Batesland,Turkmenistan
1022,Gurry,4,13,Sunny Isles,St Lucia
1023,Ryon,7,37,Arapaho,Sri Lanka
1024,Mosscreek,8,31,Gladiola,Rwanda
1025,Boothroyden,3,30,Pondosa,Italy
1026,Harnham,6,45,Bridgewater,Mozambique
1027,Mallord,1,14,Tundra,Botswana
1028,Garden Ridge,3,11,Horse Branch,Paraguay
1029,Hurlbut,4,17,Egeland,Belarus
1030,S Churchill,8,20,Gardar,Andorra
1031,S Ann,5,4,Koyuk,Cyprus
1032,S Southwood,3,39,Pataha,Tuvalu
1033,West H,10,33,Lola,Colombia
1034,Palmer Mill,9,20,Clem,Lesotho
1035,N Monterey,2,28,Tina,Costa Rica
1036,Arlyn,2,31,La Russell,Zambia
1037,Sharps,9,11,Fort Wayne,Myanmar
1038,Blackthorne,10,29,Keams Canyon,Indonesia
1039,S Pennsylvania,1,42,Idaho Springs,Pakistan
1040,Zanibar,7,8,Saint Leon,Honduras
1041,Hyndman,2,1,Lucama,Cyprus
1042,Theis,7,18,Bareville,Uzbekistan
1043,Pamella,3,16,Fiskdale,Israel
1044,Broadwater Point,8,32,De Kalb Junction,Mozambique
1045,State Line,3,5,Forbestown,Barbados
1046,North Wacker,10,36,South Barre,Germany
1047,E Edgewater,10,7,Sabula,Armenia
1048,Marchen,3,48,East Lynn,Kyrgyzstan
1049,Faber,10,38,Clifftop,Finland
1050,Hallron,2,20,Pitkin,Russian Federation
1051,Kimmig,1,10,Wethersfield,New Zealand
1052,Gracie,8,27,Hoberg,Bulgaria
1053,Llewellyn Manor,4,18,Polo,Benin
1054,Adhara,9,43,La Luz,Belarus
1055,Great Trinity,2,44,Sikes,Albania
1056,Southwest Dakota,7,36,Vanceboro,Samoa
1057,Resident,1,34,East Brainerd,Montenegro
1058,Gilda Brook,10,24,Temperance,Armenia
1059,E Demont,2,2,Gardar,Malaysia
1060,Beltrami,3,33,Fox Chase,Syria
1061,Merklin,9,21,Orson,Yemen
1062,Toddington,2,24,Lac du Flambeau,El Salvador
1063,East Cornell,5,43,Belvedere,Korea North
1064,Indian Wood,9,37,Texasville,Belarus
1065,N Pierre,2,41,Big Run,Brunei
1066,Tonya,1,15,Milbank,Congo
1067,Creekpoint,7,5,Duryea,Latvia
1068,Corncrib,3,30,Federal Way,Bulgaria
1069,Guildford Park,1,42,Briarcliff,Colombia
1070,Caltha,9,6,Fort Madison,Maldives
1071,Tarbell Spring,7,38,Sabana,Guyana
1072,Starring,7,33,Loa,Paraguay
1073,Keiths,5,13,Paintersville,Somalia
1074,Hidden Village,7,50,Ronda,Cambodia
1075,Kingsbury Estates,5,40,Gratiot,St Lucia
1076,West Hacienda,9,10,Drummond,Burundi
1077,Tydesley,3,44,Omak,Zambia
1078,Mistler,10,10,Havana,Romania
1079,North Clark,6,49,Duster,Guyana
1080,Heatherdale,7,49,Bayfield,Bosnia Herzegovina
1081,Debenham,10,32,Chicago Park,Finland
1082,Little John,8,12,Brookville,Andorra
1083,Whisterfield,4,19,College Place,Thailand
1084,Sugarpine,8,49,Saint Rose,Bolivia
1085,Port Imperial,8,45,Arcata,Ecuador
1086,Highcross,9,22,Port Union,Morocco
1087,Abbots Court,5,48,Stanfield,Sweden
1088,West Saint Andrews,1,46,Port Saint Joe,Marshall Islands
1089,Rocco,7,21,Tuluksak,Paraguay
1090,Hardmans,1,39,Layton,Indonesia
1091,Elkan,3,15,Bayview,Congo {Democratic Rep}
1092,Spignet,9,30,Walnut Springs,Kyrgyzstan
1093,West Richmond,7,6,Gruene,Haiti
1094,Dearing,6,32,Houston Lake,Moldova
1095,Silver Wings,5,44,Galestown,San Marino
1096,Youngsdale,2,39,Dubuque,Poland
1097,Ellisen,8,13,Cochiti,Guinea
1098,Thistlewaite,8,36,Rumson,Honduras
1099,Littleway,5,6,Briceland,Montenegro
1100,Design,9,11,Mucarabones,Belize
1101,Edinger,4,46,Moores Mill,Belarus
1102,Tripp,3,44,Bald Head Island,Marshall Islands
1103,Ciolino,7,6,Blackhawk,Cameroon
1104,Portage,1,39,Fort Klamath,Belarus
1105,Clark Smith,10,5,Albert,Kiribati
1106,Scenic Vista,6,13,Bagdad,Argentina
1107,Brocklebank,10,36,Deer Isle,Jordan
1108,Newington Woods,10,38,Baring,Mauritania
1109,Joronollo,7,22,Rosewood,Benin
1110,Sheep Farm,4,17,Mineral Wells,Saint Vincent & the Grenadines
1111,Schmule,6,35,Blakeman,Slovakia
1112,Spring Bottom,1,10,Limaville,Moldova
1113,Bolmer,9,48,Chamberlayne Heights,Mongolia
1114,James Erskine,7,15,Kendleton,Qatar
1115,Astleham,5,46,Loraine,United States
1116,Jaybarry,10,39,Mars,Netherlands
1117,Timoteo,4,14,Man,Kosovo
1118,First Summer,3,50,Queen City,Equatorial Guinea
1119,W Ancona,2,38,White Canyon,Guyana
1120,Eckel,10,21,Hidden Hills,Vietnam
1121,Woerd,8,30,Sixteen,Bangladesh
1122,Sackville,6,41,Claryville,Kazakhstan
1123,Bernadine,3,35,Quinby,Israel
1124,Army,3,1,Beirne,Korea South
1125,St Hughes,9,41,Levasy,Kosovo
1126,Springs,1,9,Bluff Creek,Ethiopia
1127,Cedar Lakes,5,48,Bondsville,Monaco
1128,Turnpin,3,29,Garfield Heights,Cambodia
1129,Sportside,7,24,San Perlita,Andorra
1130,Mistley,8,13,Ogles,Serbia
1131,Laylock,7,48,Pilot Mountain,Eritrea
1132,Wakemans Hill,8,6,Tamms,Bolivia
1133,Neuman,1,31,Steelville,Saint Vincent & the Grenadines
1134,Niemeyer,2,3,Lincoln City,Sudan
1135,Wilt,2,45,Placid Lakes,Senegal
1136,Valeriana,7,36,Mount Tabor,Argentina
1137,Coila,4,37,Gorham,United Arab Emirates
1138,S Joan,3,20,Texas City,Paraguay
1139,North Brandon,4,31,Fordville,Comoros
1140,Crunson,7,21,Northvale,Germany
1141,Greenstead,5,42,Rockholds,Czech Republic
1142,Serina,5,36,Tilford,Central African Rep
1143,Riverview,8,50,Asher,Nepal
1144,Scarr,7,16,West Glacier,Bangladesh
1145,Lundeen,8,23,Keeseville,Bhutan
1146,Shera,3,44,Clendenin,Netherlands
1147,Cravenwood,2,22,Cave Spring,Mozambique
1148,Wakeman,10,29,San Carlos Park,Grenada
1149,Salt,9,9,Paulton,Somalia
1150,W Meadow Lake,9,29,Wappingers Falls,Mauritania
1151,Glenhaven,10,11,Komatke,Norway
1152,Browns Dock,10,21,Hershey,Moldova
1153,S Ponderosa,5,19,Wayne Lakes Park,Moldova
1154,Polley,3,32,Menan,Montenegro
1155,N Dearing,7,1,Longport,Mozambique
1156,Korfitsen,3,45,Chief Lake,Portugal
1157,Brunetti,3,3,Gage,Russian Federation
1158,Ampton,1,34,Plumerville,Netherlands
1159,Blackhawk Club,1,45,New Germany,Slovakia
1160,Puntey Park,8,21,Westel,Seychelles
1161,Edwin C Weiskopf,5,27,Hedley,Tonga
1162,Broadfields,7,26,Alfordsville,Barbados
1163,White Rose Access,4,8,Bisbee,Cameroon
1164,Warwick,3,18,Malibu,Saint Vincent & the Grenadines
1165,Davington,4,24,Brusett,Congo
1166,Tail Feathers,1,18,Max Meadows,Tajikistan
1167,McNair,10,17,Lindenhurst,Nigeria
